번호,주차장 이름,차량 수용대수(전체 중 장애인 차량 수용대수),주차 요금(1시간 기준),경도,위도
3005,에덴치킨,50,0,127.2069545,36.67983141
3006,장수식당금남,50,0,127.2808466,36.46619113
3007,금남농원식당,50,0,127.2810331,36.60527684
3008,학마을식당,50,0,127.2883604,36.44003746
3009,거기,50,0,127.2887486,36.59522062
3010,정원식당,50,0,127.2779928,36.54525594
3011,고기찝,50,0,127.291954,36.60646873
3012,총각파닭,50,0,127.2967872,36.59121288
3013,피자명,50,0,127.2907395,36.60604696
3014,대천안문,50,0,127.2941772,36.60292216
3015,여고시대,50,0,127.2887585,36.60632353
3016,윤미네식당,50,0,127.2991446,36.59994144
3017,전의화개장터,50,0,127.2073925,36.67967211
3018,만나분식,50,0,127.2045846,36.67854493
3019,세이브,50,0,127.2073925,36.67967211
3020,하나은행,50,0,127.2963292,36.60350264
3021,옛골,50,0,127.2995532,36.59924991
3022,핫쎈베이크치킨,50,0,127.289886,36.59184787
3023,베어트리커피숍,50,0,127.210081,36.67278686
3024,미미분식,50,0,127.3025766,36.60111512
3025,금남,50,0,127.2823344,36.46699317
3026,짱분식,50,0,127.2895273,36.61390725
3027,산골토종닭,50,0,127.2974675,36.59014445
3028,돌고래타운,50,0,127.2974675,36.59014445
3029,미래원칼국수,50,0,127.2996844,36.60080977
3030,당산마루식당,50,0,127.2792588,36.54724627
3031,형태네야식,50,0,127.2886094,36.61768683
3032,카페테리아오소,50,0,127.2203507,36.49948085
3033,대운다실,50,0,127.2767966,36.54417625
3034,콩채,50,0,127.259329,36.48084862
3035,맛집순대,50,0,127.298175,36.59962932
3036,정다실,50,0,127.2057443,36.49787047
3037,달덩이식당,50,0,127.2974675,36.59014445
3038,세종한솔파리바게뜨,50,0,127.2556171,36.47456202
3039,룩스피아트,50,0,127.2620271,36.47993707
3040,꾼닥,50,0,127.3657202,36.52959594
3041,BBQ치킨,50,0,127.2490615,36.50864115
3042,본죽세종첫마을점,50,0,127.2600121,36.4817721
3043,깐부아빠자리깐부익스프레스세종시첫마을점,50,0,127.2599232,36.48290709
3044,옛날양평해장국앤족발,50,0,127.2600121,36.4817721
3045,임실M치즈피자,50,0,127.2977038,36.60105947
3046,초원샤브샤브,50,0,127.291137,36.60413876
3047,대왕산삼백숙,50,0,127.2762683,36.64507211
3048,바다양푼이동태탕,50,0,127.2936621,36.57850538
3049,본죽,50,0,127.3673018,36.52873917
3050,대한상회분식,50,0,127.2975627,36.60552862
3051,미르,50,0,127.2605003,36.48207253
3052,미스터쫀득이,50,0,127.259329,36.48084862
3053,팡팡치킨호프점,50,0,127.2904835,36.6144717
3054,커피볶는집,50,0,127.2797491,36.59550002
3055,돈세상,50,0,127.2926556,36.60431
3056,청담동말자싸롱,50,0,127.2605003,36.48207253
3057,엄마손밥상,50,0,127.3676883,36.52789407
3058,힘쎈장어,50,0,127.259329,36.48084862
3059,금강이바돔식당,50,0,127.2204491,36.51638831
3060,샘터산삼가든,50,0,127.265496,36.45292173
3061,퍼스트그린에프앤비,50,0,127.2525306,36.47757084
3062,오동통왕곱창,50,0,127.2909982,36.60342599
3063,힐링호프,50,0,127.3008903,36.60218669
3064,체리즈티카페,50,0,127.2870171,36.59270491
3065,오병이어,50,0,127.259329,36.48084862
3066,꽃피는산골,50,0,127.2954434,36.42767853
3067,커피다비다&가게,50,0,127.3026902,36.60338682
3068,이마트세종점직원식당,50,0,127.2509879,36.47089212
3069,한라산곰탕,50,0,127.2620271,36.47993707
3070,콩대박,50,0,127.3442595,36.4790474
3071,서림한우내장탕,50,0,127.2995681,36.60131376
3072,신라의달밤,50,0,127.3001323,36.60195694
3073,용구비어,50,0,127.2914909,36.60455542
3074,닉스,50,0,127.25553,36.4789955
3075,육대장,50,0,127.2599232,36.48290709
3076,얌샘,50,0,127.2981631,36.60217967
3077,썸,50,0,127.2596973,36.48318507
3078,Aqua,50,0,127.2216586,36.4379089
3079,국수집,50,0,127.2103419,36.49469265
3080,대교한우촌,50,0,127.2060296,36.49725954
3081,한치킨,50,0,127.2977996,36.60406105
3082,베이비엔젤스,50,0,127.2509879,36.47089212
3083,청담회포차,50,0,127.2219678,36.5007441
3084,황박사네손바지락칼국수,50,0,127.3010318,36.59641078
3085,오소,50,0,127.2205189,36.49940985
3086,삼원흙돼지,50,0,127.2119367,36.50143529
3087,옛집,50,0,127.3030792,36.60115411
3088,보리밥,50,0,127.2939173,36.60446168
3089,베로,50,0,127.290467,36.57354778
3090,더불더불,50,0,127.2974675,36.59014445
3091,궁,50,0,127.2599232,36.48290709
3092,삼오식당,50,0,127.3018828,36.59995751
3093,시골뚝배기,50,0,127.290467,36.57354778
3094,모꼬지에,50,0,127.2120607,36.45723128
3095,마시네,50,0,127.2114321,36.45540666
3096,세종왕족발,50,0,127.280343,36.4627364
3097,코레일유통그린브라우니,50,0,127.2963292,36.60350264
3098,살맛나는세상,50,0,127.2974675,36.59014445
3099,동아리동태찜,50,0,127.2932758,36.60371889
3100,행운다실,50,0,127.2049935,36.49706338
3101,엄마네먹거리,50,0,127.2820488,36.46650479
3102,몽떡,50,0,127.2599232,36.48290709
3103,나주추어탕,50,0,127.290467,36.57354778
3104,대동떡,50,0,127.2994299,36.6005289
3105,호양,50,0,127.2637624,36.4533887
3106,가마명가,50,0,127.2205189,36.49940985
3107,세종참옷고을,50,0,127.2808435,36.46774122
3108,서면떡,50,0,127.2994299,36.6005289
3109,은빛뜨락,50,0,127.2052777,36.67860363
3110,착한낙지,50,0,127.299829,36.5959441
3111,신흥가든,50,0,127.2788014,36.5459818
3112,시골칼국수,50,0,127.2990675,36.59981482
3113,초원호프,50,0,127.3010318,36.59641078
3114,루이가넷,50,0,127.2509879,36.47089212
3115,여우궁,50,0,127.367289,36.52892836
3116,세종한우,50,0,127.2338338,36.53923969
3117,또와유떡복기,50,0,127.2950605,36.59552848
3118,서면식당,50,0,127.3012792,36.59872833
3119,처갓집치킨,50,0,127.2970471,36.6056878
3120,봉평메밀막국수,50,0,127.290467,36.57354778
3121,사골뚝배기,50,0,127.3025766,36.60111512
3122,종촌식당,50,0,127.3000404,36.59975745
3123,프린스단란주점,50,0,127.2977875,36.60169081
3124,금단양만,50,0,127.2784186,36.55232403
3125,항아리갈비김치찌게,50,0,127.2993794,36.59622985
3126,송박사탕수육치킨호프,50,0,127.2968616,36.60395639
3127,웰빙호프,50,0,127.2973172,36.59438826
3128,충주식당,50,0,127.3008624,36.60033004
3129,세종연수원,50,0,127.2498407,36.55859133
3130,자금성,50,0,127.2932537,36.60491736
3131,산수식당,50,0,127.3018828,36.59995751
3132,퀸호프,50,0,127.2974765,36.59161347
3133,춘천막국수,50,0,127.2989634,36.58908082
3134,학교,50,0,127.2992702,36.59964478
3135,원조참옷닭대평원,50,0,127.2813252,36.46753684
3136,먹골분식,50,0,127.3000284,36.59985651
3137,닭갈비고추장불고기,50,0,127.2954039,36.59708959
3138,올래식당,50,0,127.2998648,36.6006396
3139,행복죽집,50,0,127.2997906,36.60019757
3140,SweetPot,50,0,127.2344062,36.4391449
3141,대충포차,50,0,127.2917153,36.603241
3142,남면떡,50,0,127.2997312,36.60058474
3143,삼거리식당,50,0,127.2973172,36.59438826
3144,소문난찐빵,50,0,127.3000284,36.59985651
3145,배달뚝배기,50,0,127.3011024,36.59973665
3146,밀마을,50,0,127.2970495,36.6017225
3147,흥대감숫불갈비,50,0,127.2920638,36.59568194
3148,고향단지생삼겹,50,0,127.3005889,36.59842688
3149,수라식당,50,0,127.2914943,36.59562449
3150,쇼군참치&초밥전문점,50,0,127.259329,36.48084862
3151,쌍전,50,0,127.2997906,36.60019757
3152,하얀무치킨호프,50,0,127.3012792,36.59872833
3153,세종레스토랑,50,0,127.3008327,36.59866263
3154,토종순대국해장국,50,0,127.2939026,36.60607475
3155,울산만두,50,0,127.2996844,36.60080977
3156,영상식당,50,0,127.2120607,36.45723128
3157,중국식품,50,0,127.2967017,36.600639
3158,명가보리밥,50,0,127.2781267,36.55848656
3159,선유궁,50,0,127.2783489,36.46360756
3160,오복,50,0,127.2978081,36.59202097
3161,명동식당,50,0,127.302398,36.59984337
3162,청와대생막창,50,0,127.2967199,36.59494348
3163,부어치킨,50,0,127.2958048,36.59724517
3164,자매식당,50,0,127.3003532,36.59854266
3165,세종회수산센터,50,0,127.2980396,36.59484312
3166,늘푸른오리명가,50,0,127.2998954,36.59478193
3167,소고기국밥,50,0,127.2966011,36.60063841
3168,비어팩토리,50,0,127.2537315,36.48034511
3169,봉황식당,50,0,127.2996844,36.60080977
3170,두부집,50,0,127.2992388,36.60064494
3171,실광식당,50,0,127.2770621,36.55405515
3172,로꼬로꼬조개찜,50,0,127.2929969,36.60487979
3173,준꼬양꼬치,50,0,127.2902089,36.60296167
3174,워싱턴가요궁,50,0,127.2987937,36.59919137
3175,피자헛,50,0,127.2989474,36.58962145
3176,밀마을,50,0,127.2970613,36.60165949
3177,서면식당,50,0,127.2991501,36.60057232
3178,광산식당,50,0,127.3005086,36.59866073
3179,동래식당,50,0,127.2991501,36.60057232
3180,남동순대,50,0,127.3012566,36.59998989
3181,산수식당,50,0,127.3024979,36.59991605
3182,세종참나무삼계탕,50,0,127.2934552,36.59507738
3183,등대,50,0,127.2982317,36.5983139
3184,대원분식,50,0,127.2965334,36.60193575
3185,최명순칼국수,50,0,127.2829832,36.56242712
3186,무애,50,0,127.2982317,36.5983139
3187,계림식당,50,0,127.2985023,36.59804513
3188,용팔이다방,50,0,127.2052777,36.67860363
3189,중앙식당,50,0,127.3003196,36.59978613
3190,조대포,50,0,127.292415,36.6037318
3191,전통죽집,50,0,127.2991501,36.60057232
3192,황가네칼국수,50,0,127.2821465,36.46680278
3193,피자뜨락,50,0,127.303684,36.60101345
3194,나무바,50,0,127.2931398,36.605151
3195,금잔디,50,0,127.3013374,36.59971099
3196,구구단뼈다귀해장국,50,0,127.2911068,36.6037781
3197,착한고기,50,0,127.2981322,36.59201387
3198,미가음식점,50,0,127.2937173,36.60433432
3199,로그하우스,50,0,127.2902684,36.62208559
3200,우이동족발&순대국,50,0,127.2897265,36.60680695
3201,둥구나무식당,50,0,127.2740018,36.66373113
3202,춘천본닭갈비,50,0,127.2926915,36.60404887
3203,제주명돼지,50,0,127.2903399,36.60207927
3204,굴다리식당,50,0,127.2954642,36.5966033
3205,속호식당,50,0,127.2806903,36.46137764
3206,양촌식당,50,0,127.2696413,36.65640478
3207,수목길,50,0,127.2779336,36.55643062
3208,삼이식당,50,0,127.2834592,36.56289861
3209,원두막,50,0,127.2393339,36.6070547
3210,백화다실,50,0,127.2818981,36.46832436
3211,세종추어탕,50,0,127.3679852,36.5284544
3212,세종면옥,50,0,127.2867017,36.47136326
3213,춘천숯불닭갈비,50,0,127.2236048,36.50896485
3214,삼정정육식당,50,0,127.2822002,36.4670194
3215,수단란주점,50,0,127.3003299,36.60236364
3216,남가네설악추어탕,50,0,127.2594825,36.48348114
3217,시온분식,50,0,127.2489693,36.47771971
3218,굽자나치킨,50,0,127.2947998,36.59101188
3219,다빈이네,50,0,127.3004616,36.60014744
3220,라또마니분식,50,0,127.2044269,36.67973344
3221,다불러,50,0,127.2976947,36.60206876
3222,영빈관앤꼬꼬닭집,50,0,127.2834419,36.5635654
3223,명응식당,50,0,127.3530948,36.53443978
3224,풍년식당,50,0,127.2053961,36.49699397
3225,닉스호프,50,0,127.2927507,36.60368874
3226,수개성만두칼국수,50,0,127.295743,36.59174744
3227,블랙앤화이트,50,0,127.3010409,36.59664515
3228,동경단란주점,50,0,127.3009492,36.60185358
3229,비어비어,50,0,127.2935987,36.58668798
3230,강촌닭갈비,50,0,127.2858694,36.61779661
3231,나드리김밥,50,0,127.3660987,36.52974215
3232,대부,50,0,127.1565116,36.719245
3233,동창관,50,0,127.29768,36.59135332
3234,종점가마솥통닭구이,50,0,127.328459,36.48016718
3235,동해식당,50,0,127.2819301,36.46606247
3236,주영파닭,50,0,127.2971306,36.59525231
3237,애경식당,50,0,127.1564802,36.71802819
3238,갯벌회구이촌,50,0,127.2973801,36.60224715
3239,한국성,50,0,127.2948458,36.5970142
3240,구가네닭갈비,50,0,127.2824462,36.562505
3241,침산골,50,0,127.2942723,36.60598682
3242,우정회관,50,0,127.2804058,36.46197975
3243,COERS,50,0,127.1574467,36.72074759
3244,두리실내포장마차,50,0,127.2078949,36.68087404
3245,후계자농원,50,0,127.2461161,36.61537985
3246,농심당,50,0,127.2785981,36.55824608
3247,레드독,50,0,127.2894412,36.62207164
3248,1004베이커리,50,0,127.3657795,36.52917268
3249,헬로미스터,50,0,127.2906968,36.60704704
3250,프린스다실,50,0,127.2836664,36.56224197
3251,꼭지다방,50,0,127.3011585,36.59847529
3252,신흥파닭,50,0,127.2953964,36.59668401
3253,치킨인하우스,50,0,127.1586551,36.72491057
3254,미다락,50,0,127.2989276,36.60292316
3255,세종옥,50,0,127.2637624,36.4533887
3256,취하자,50,0,127.3004358,36.59930016
3257,육해공가든,50,0,127.2042221,36.67898409
3258,약천,50,0,127.2810331,36.60527684
3259,원석탑식당,50,0,127.3017961,36.59593762
3260,가장맛있는족발,50,0,127.2916906,36.60349319
3261,다람쥐호두과자,50,0,127.1530173,36.69798835
3262,신촌한우집,50,0,127.2849369,36.47034332
3263,동양식당,50,0,127.3036376,36.6024461
3264,휴식공간,50,0,127.3021948,36.60131115
3265,신화불날개,50,0,127.2914403,36.60397835
3266,동백식당,50,0,127.2825902,36.46707581
3267,베스킨라벤스,50,0,127.2509879,36.47089212
3268,염가네식당,50,0,127.2780137,36.55863007
3269,번암다방,50,0,127.2953217,36.58523822
3270,허공,50,0,127.3005001,36.59959793
3271,우리식당,50,0,127.2871345,36.56048737
3272,영일가든,50,0,127.2842264,36.58387438
3273,유명식당,50,0,127.2037239,36.67955752
3274,빙빙돌고호프,50,0,127.2037459,36.68284701
3275,해풍횟집,50,0,127.2089788,36.49482782
3276,충북식당,50,0,127.2962894,36.60173604
3277,전의닭내장,50,0,127.2045333,36.67918443
3278,치킨마당,50,0,127.2067001,36.49718289
3279,카티지피자,50,0,127.2932944,36.60412454
3280,어썸플레이스,50,0,127.2896001,36.60841034
3281,꼬세르아마노,50,0,127.2445835,36.44323821
3282,토담사랑채,50,0,127.3477395,36.54180061
3283,수정식당,50,0,127.2819636,36.5615378
3284,CafeGAGA,50,0,127.2987311,36.59870435
3285,가르텐비어,50,0,127.2986667,36.60211054
3286,유명관,50,0,127.2973204,36.59773175
3287,정성식당,50,0,127.2050967,36.67879167
3288,우리민속촌,50,0,127.2973555,36.59756073
3289,동그리분식,50,0,127.2941772,36.60292216
3290,지하다실,50,0,127.2053961,36.49699397
3291,은혜호프,50,0,127.1560803,36.71774599
3292,대부,50,0,127.3001065,36.59491836
3293,신들에만찬,50,0,127.2803205,36.46154665
3294,제주옛날왕소금구이,50,0,127.2928568,36.6043112
3295,둥글레삼겹살,50,0,127.2942034,36.60741032
3296,풍년시골집,50,0,127.3001309,36.60087548
3297,밀크앤허니,50,0,127.2509879,36.47089212
3298,산장가든,50,0,127.2244813,36.59893828
3299,영호프,50,0,127.300292,36.59664976
3300,불한당,50,0,127.2903132,36.60744129
3301,세종온천바베큐,50,0,127.3971083,36.52699197
3302,충남식당,50,0,127.2772254,36.59406985
3303,산식당,50,0,127.2984549,36.59834225
3304,용호식당,50,0,127.2788454,36.56409644
3305,주연맘마,50,0,127.2109741,36.49399389
3306,역전7080포차,50,0,127.3654808,36.53156834
3307,전의치킨타운,50,0,127.2039498,36.68152362
3308,신흥손칼국수,50,0,127.2870171,36.59270491
3309,하야트단란주점,50,0,127.3003897,36.6019224
3310,엄마손김밥,50,0,127.2974765,36.59161347
3311,한국인의밥상,50,0,127.3202286,36.55229934
3312,수정부페,50,0,127.3017227,36.59539646
3313,조이,50,0,127.2821885,36.56259357
3314,민속떡집,50,0,127.2914943,36.59562449
3315,번암횟집,50,0,127.2933164,36.5833248
3316,영동집,50,0,127.3009337,36.59985281
3317,궁전치킨호프,50,0,127.2897398,36.6138905
3318,명인해장국,50,0,127.3017611,36.59982162
3319,뚝방금강식당,50,0,127.3026126,36.60455794
3320,개미식당휴게소,50,0,127.2226177,36.65876569
3321,강순임갈비김치찌개전문점,50,0,127.2606235,36.48084763
3322,낮은자리식당,50,0,127.2894412,36.62207164
3323,학수식당,50,0,127.1641473,36.72842782
3324,전통국수,50,0,127.2103419,36.49469265
3325,풍년담긴항아리레스토랑,50,0,127.2896199,36.60868082
3326,살로미분식,50,0,127.2915973,36.61491991
3327,은성식당,50,0,127.2963792,36.60169151
3328,속초횟집,50,0,127.2226639,36.49922558
3329,세종퍼스트파리바게뜨,50,0,127.2600121,36.4817721
3330,비룡약산쌈밥,50,0,127.2802711,36.46086142
3331,내가불고기다,50,0,127.289726,36.60808665
3332,돈고돈락,50,0,127.2898676,36.61824407
3333,동신다실,50,0,127.204878,36.679394
3334,솔밭가든,50,0,127.3220503,36.56753122
3335,안동국밥,50,0,127.2658006,36.65448865
3336,명동1번지,50,0,127.2916986,36.6038447
3337,정동진횟집,50,0,127.2931398,36.605151
3338,들풀이동갈비&메밀막국수,50,0,127.3022196,36.47798888
3339,전통감미식당,50,0,127.2962584,36.59530124
3340,술먹으러가자,50,0,127.3676896,36.52910171
3341,난초휴게음식점,50,0,127.2935981,36.59411393
3342,가이덴야끼,50,0,127.2977252,36.58636991
3343,에이스,50,0,127.3000508,36.60231694
3344,술따라마음따라,50,0,127.2042221,36.67898409
3345,두리호프소주방,50,0,127.297073,36.60406578
3346,놀란김밥,50,0,127.299702,36.60257624
3347,네네치킨,50,0,127.2773237,36.54514374
3348,브로뜨과자점,50,0,127.2993003,36.59879782
3349,삼일손칼국수,50,0,127.2971306,36.59525231
3350,BBQ펀앤정,50,0,127.2747302,36.55496023
3351,세종전집,50,0,127.2857297,36.61476773
3352,그대들의쉼터,50,0,127.3021948,36.60131115
3353,행복한밥상,50,0,127.2809626,36.46571418
3354,송학다방,50,0,127.2877571,36.44015103
3355,롯데리아,50,0,127.3660987,36.52974215
3356,라이브7080,50,0,127.2041925,36.68620241
3357,하나영양탕,50,0,127.2041839,36.67834399
3358,피자존,50,0,127.2946088,36.6021677
3359,다락,50,0,127.2890467,36.60171108
3360,탕,50,0,127.2910008,36.61169005
3361,사카모,50,0,127.2868145,36.61714439
3362,빙빙돌고,50,0,127.2041925,36.68620241
3363,수제돈가스앤닭강정,50,0,127.2887486,36.59522062
3364,샘다실,50,0,127.2044269,36.67973344
3365,수피자,50,0,127.2818271,36.46513359
3366,돈가마니가든,50,0,127.2042758,36.69115049
3367,사슴꿈식당,50,0,127.2994301,36.59926721
3368,개성오소리순대,50,0,127.1579896,36.72331078
3369,태영식당,50,0,127.2898323,36.59526313
3370,엄마손칼국수,50,0,127.2802381,36.46322243
3371,전의한아름식당,50,0,127.2026282,36.67947809
3372,승부야식,50,0,127.3008903,36.60218669
3373,연기식당,50,0,127.3226328,36.5622354
3374,조아분식,50,0,127.2917727,36.60918929
3375,치킨시대,50,0,127.2927141,36.59055793
3376,감미옥설렁탕,50,0,127.2902684,36.62208559
3377,하얀비행기,50,0,127.3006151,36.60172546
3378,미스터후루룩,50,0,127.2928906,36.60550099
3379,개성평통보쌈,50,0,127.3000801,36.60278574
3380,개미식당,50,0,127.2118529,36.50199349
3381,땡집,50,0,127.3668782,36.53001665
3382,커피하우스,50,0,127.2970471,36.6056878
3383,코러스단란주점,50,0,127.2683623,36.65563992
3384,3.3분식,50,0,127.3001309,36.60087548
3385,세종반점,50,0,127.2601614,36.55873692
3386,시장감자탕,50,0,127.300107,36.60104657
3387,너랑나랑분식,50,0,127.2800689,36.46341968
3388,좋은날호프,50,0,127.266037,36.65433691
3389,남자의자격,50,0,127.295743,36.59174744
3390,홍천식당,50,0,127.3020022,36.60283306
3391,시실리7080라이브,50,0,127.3000508,36.60231694
3392,레몬트리,50,0,127.2953423,36.59772008
3393,커피나무,50,0,127.2980917,36.60019659
3394,노골대식당,50,0,127.1595428,36.72563779
3395,화월식당,50,0,127.3000964,36.59727045
3396,양대박,50,0,127.2776481,36.46337802
3397,최박사쭈꾸미,50,0,127.2334273,36.61091005
3398,남원추어탕,50,0,127.2812538,36.46680642
3399,원조닭발,50,0,127.2994055,36.59580643
3400,가마솥식당,50,0,127.2971306,36.59525231
3401,우리식당,50,0,127.2831225,36.56306782
3402,전의맛집,50,0,127.204841,36.6797272
3403,베베비엔비피자치킨,50,0,127.2915286,36.60898958
3404,술고래,50,0,127.2926319,36.60446307
3405,가족식당,50,0,127.2963802,36.47584573
3406,이서방양념치킨,50,0,127.2765814,36.54449938
3407,호박넝쿨,50,0,127.2975718,36.60205903
3408,큰집감자탕,50,0,127.2803675,36.46250223
3409,바다포차,50,0,127.2918996,36.60386392
3410,조형횟집,50,0,127.3515398,36.53074535
3411,전의다방,50,0,127.2050268,36.67906156
3412,꽃도야지,50,0,127.2900462,36.62314768
3413,명동숯불갈비,50,0,127.2988197,36.60249896
3414,삼오정,50,0,127.2836597,36.56417052
3415,미락촌식당,50,0,127.2885938,36.6351971
3416,대박포차,50,0,127.2675159,36.65406664
3417,커피나,50,0,127.2836053,36.56401699
3418,용포가공소,50,0,127.2824604,36.46663343
3419,불독,50,0,127.2120597,36.45952939
3420,콜다방,50,0,127.2822002,36.4670194
3421,꽃초골,50,0,127.2903288,36.46885243
3422,전의장수마을,50,0,127.1995379,36.67970068
3423,워커힐,50,0,127.2972057,36.60052482
3424,레스토랑퀸,50,0,127.2931496,36.60774653
3425,명랑식당,50,0,127.2901897,36.59529229
3426,우두머리갈비탕,50,0,127.2224809,36.49966599
3427,뽕드락피자,50,0,127.2806328,36.56048437
3428,다모미가,50,0,127.2814341,36.46661825
3429,하나로떡집,50,0,127.2884659,36.59436278
3430,소구례국밥,50,0,127.3003819,36.6003182
3431,소국원,50,0,127.3471693,36.51928501
3432,을순아지매식당,50,0,127.296598,36.60837074
3433,하트,50,0,127.1564802,36.71802819
3434,헬로치킨,50,0,127.2818048,36.4663411
3435,무교동낙지,50,0,127.2818334,36.46565634
3436,대림식당,50,0,127.2869254,36.61602757
3437,소연각,50,0,127.2816796,36.46781835
3438,신흥식당,50,0,127.2057443,36.49787047
3439,미화식당,50,0,127.2787491,36.54920783
3440,치킨678,50,0,127.2899491,36.6142342
3441,우리분식,50,0,127.2976846,36.61057609
3442,양평해장국집,50,0,127.2782564,36.55895597
3443,경일반점,50,0,127.2949159,36.59544651
3444,호정식당,50,0,127.2821465,36.46680278
3445,언니주점,50,0,127.3673018,36.52873917
3446,동경일식,50,0,127.2970179,36.60520998
3447,강산매운탕,50,0,127.3579532,36.51276462
3448,큰딸네,50,0,127.2037459,36.68284701
3449,그대랑시식,50,0,127.2985729,36.60259664
3450,궁전다실,50,0,127.3000508,36.60231694
3451,산들쌈밥,50,0,127.1564802,36.71802819
3452,쉘브르,50,0,127.3023284,36.59515668
3453,괴산식당,50,0,127.2999177,36.59973871
3454,동양다실,50,0,127.2834559,36.56325908
3455,뽀끼&튀김,50,0,127.2908988,36.59108787
3456,물레가든,50,0,127.1506518,36.70548736
3457,또와휴게음식점,50,0,127.2975659,36.59777826
3458,운주식당,50,0,127.2318173,36.66950452
3459,엑스포컨트리클럽,50,0,127.1853258,36.69694314
3460,토담식당,50,0,127.2995532,36.59924991
3461,송림정식당,50,0,127.2056669,36.67883152
3462,남촌식당,50,0,127.3029583,36.59844076
3463,논산식당,50,0,127.2836664,36.56224197
3464,비둘기분식,50,0,127.300107,36.60104657
3465,다송치킨,50,0,127.2891501,36.60628081
3466,꿀꿀이식당,50,0,127.2043605,36.67857948
3467,사또보쌈,50,0,127.2941772,36.60292216
3468,한국전통문화사업단경회루,50,0,127.3472337,36.55414452
3469,마늘통닭아저씨,50,0,127.2968616,36.60395639
3470,삼일가든,50,0,127.2521625,36.60743329
3471,약산참숯갈비,50,0,127.2883625,36.62995974
3472,한국관,50,0,127.2965139,36.58684942
3473,원레스토랑,50,0,127.3006961,36.60265417
3474,무영식당,50,0,127.3031716,36.60206486
3475,주경야독,50,0,127.2915933,36.60313213
3476,제주통도야지체인점,50,0,127.3012792,36.59872833
3477,유림식당,50,0,127.3008327,36.59866263
3478,21세기,50,0,127.2970471,36.6056878
3479,전주식당,50,0,127.2821077,36.46616267
3480,우리두리,50,0,127.2967872,36.60229773
3481,진로집,50,0,127.2831225,36.56306782
3482,꿀꺽다방,50,0,127.2814649,36.46690682
3483,두레야식,50,0,127.2994749,36.60297144
3484,신안칼국수,50,0,127.2894022,36.62874932
3485,신호등프라임,50,0,127.2803695,36.46349359
3486,산호정,50,0,127.2971919,36.59835283
3487,삼손식당,50,0,127.2950229,36.59719549
3488,시골집,50,0,127.2977016,36.60253743
3489,정일품정통숯불바베큐치킨,50,0,127.3017683,36.60150692
3490,감격시대,50,0,127.2858838,36.61866185
3491,건설숯불갈비,50,0,127.2998243,36.59523212
3492,다다래,50,0,127.2916848,36.58823572
3493,미락순대,50,0,127.2828204,36.56312007
3494,모아숯불갈비,50,0,127.3226295,36.56134317
3495,한밭다실,50,0,127.2053055,36.67916255
3496,신안장어촌,50,0,127.2872797,36.62976402
3497,솔잎보쌈,50,0,127.300107,36.60104657
3498,닭나라,50,0,127.2968616,36.60395639
3499,영진식당,50,0,127.298042,36.59827673
3500,신라가든,50,0,127.2990782,36.60357291
3501,BBQ치킨,50,0,127.2811841,36.46589576
3502,리버빌,50,0,127.2800689,36.46341968
3503,웰치킨,50,0,127.2941772,36.60292216
3504,캐빈,50,0,127.2899485,36.60820514
3505,물항식당,50,0,127.2933352,36.57881887
3506,정통왕손짜장,50,0,127.3494,36.53557324
3507,춘화식당,50,0,127.2811841,36.46589576
3508,세종김기사뷔페식당,50,0,127.2828527,36.56324644
3509,원마루분식,50,0,127.2908338,36.60918371
3510,흥부가든,50,0,127.3233439,36.5716481
3511,계룡식당,50,0,127.3407312,36.48190288
3512,정동동갈비,50,0,127.30062,36.59994109
3513,홍천닭갈비,50,0,127.2050659,36.67961154
3514,거목식당,50,0,127.2900581,36.60965673
3515,문의야식,50,0,127.2814267,36.464996
3516,백마강단란주점,50,0,127.2986667,36.60211054
3517,신혼식당,50,0,127.2992458,36.59740063
3518,스모프치킨,50,0,127.2858042,36.61880557
3519,수제비와낙지,50,0,127.1571242,36.72055605
3520,목화,50,0,127.2977731,36.59834724
3521,사랑이네식당,50,0,127.2898617,36.62254278
3522,귀빈관,50,0,127.2887991,36.61772401
3523,25시해장국,50,0,127.2998652,36.60430752
3524,이가네식당,50,0,127.2821141,36.46668542
3525,귀궁생고기,50,0,127.3016464,36.59394507
3526,삼부자식당,50,0,127.2971306,36.59525231
3527,피자나라치킨공주,50,0,127.2971306,36.59525231
3528,신신회관,50,0,127.3017317,36.59563984
3529,뱅크단란주점,50,0,127.3016339,36.60153316
3530,학정식당,50,0,127.2879463,36.44019722
3531,홍가네집,50,0,127.2942236,36.60641911
3532,명숙의집,50,0,127.3022305,36.59982437
3533,카우보이,50,0,127.2867431,36.61639597
3534,나리스시,50,0,127.298608,36.60242561
3535,똥광단란주점,50,0,127.2992435,36.5964183
3536,동원잉어구이,50,0,127.2979706,36.59628464
3537,취중천국,50,0,127.2069545,36.67983141
3538,제3세대체인점,50,0,127.2973878,36.6026257
3539,삼거리감자탕,50,0,127.1585331,36.72480157
3540,송가일식,50,0,127.3000576,36.5953867
3541,두레박,50,0,127.289726,36.60808665
3542,양지마을,50,0,127.2803559,36.46133958
3543,동큐치킨,50,0,127.2968029,36.59318662
3544,사랑손칼국수,50,0,127.2981258,36.59642975
3545,전의숯불갈비,50,0,127.2047321,36.69138785
3546,꼬치신랑치킨각시,50,0,127.1564369,36.7178927
3547,다솜방,50,0,127.2970471,36.6056878
